period,mr_id,project_id,reviewer_id,created_at,resolvable,resolved
Post-AI,372,170,4,2026-06-04T11:38:23.144Z,True,True
Post-AI,372,170,4,2026-06-04T11:38:23.036Z,True,True
Post-AI,372,170,4,2026-06-04T11:38:22.924Z,True,True
Post-AI,372,170,4,2026-06-04T11:38:22.777Z,True,True
Post-AI,372,170,4,2026-06-04T11:38:22.051Z,True,True
Post-AI,367,170,4,2026-06-03T16:50:27.843Z,True,True
Post-AI,367,170,4,2026-06-03T16:35:59.664Z,True,True
Post-AI,367,170,185,2026-06-03T16:25:28.897Z,True,True
Post-AI,367,170,185,2026-06-03T16:05:50.386Z,True,True
Post-AI,364,170,185,2026-06-02T08:02:35.307Z,True,True
Post-AI,364,170,185,2026-06-02T08:00:31.811Z,True,True
Post-AI,364,170,185,2026-06-02T07:51:23.660Z,True,True
Post-AI,364,170,4,2026-06-02T07:24:50.947Z,True,True
Post-AI,364,170,4,2026-06-02T07:16:48.686Z,True,True
Post-AI,364,170,4,2026-06-02T07:09:40.817Z,True,True
Post-AI,364,170,185,2026-06-02T06:53:52.082Z,True,True
Post-AI,364,170,4,2026-06-02T06:48:41.694Z,True,True
Post-AI,361,170,231,2026-06-01T19:39:21.409Z,True,True
Post-AI,361,170,185,2026-06-01T19:37:40.116Z,True,True
Post-AI,361,170,231,2026-06-01T19:21:06.245Z,True,True
Post-AI,361,170,231,2026-06-01T19:15:47.715Z,True,True
Post-AI,361,170,231,2026-06-01T19:15:03.849Z,True,True
Post-AI,361,170,231,2026-06-01T19:12:13.212Z,True,True
Post-AI,361,170,231,2026-06-01T18:55:07.899Z,True,True
Post-AI,361,170,185,2026-06-01T18:29:41.598Z,True,True
Post-AI,361,170,185,2026-06-01T18:11:14.475Z,True,True
Post-AI,361,170,185,2026-06-01T18:07:41.750Z,True,True
Post-AI,361,170,185,2026-06-01T18:06:44.810Z,True,True
Post-AI,361,170,185,2026-06-01T18:03:45.831Z,True,True
Post-AI,358,170,11,2026-06-01T21:23:04.224Z,True,True
Post-AI,358,170,11,2026-06-01T20:54:18.281Z,True,True
Post-AI,358,170,11,2026-06-01T20:16:53.408Z,True,True
Post-AI,358,170,11,2026-06-01T20:16:23.191Z,True,True
Post-AI,358,170,222,2026-06-01T19:58:35.342Z,True,True
Post-AI,358,170,222,2026-06-01T19:58:35.247Z,True,True
Post-AI,358,170,222,2026-06-01T19:58:35.048Z,True,True
Post-AI,358,170,222,2026-06-01T19:49:40.084Z,True,True
Post-AI,358,170,11,2026-06-01T18:25:20.049Z,False,False
Post-AI,358,170,11,2026-06-01T13:05:58.220Z,True,True
Post-AI,358,170,11,2026-06-01T12:28:01.871Z,True,True
